video_id,comment,likes,sentiment
0IZS7ucM9qQ,Thanks mam first time mei ekdam best bane the,1,Positive
0IZS7ucM9qQ,Pyaz to daali nhi aapne,0,Neutral
0IZS7ucM9qQ,Madam aaj aap achhe lag rahe hai,1,Positive
0IZS7ucM9qQ,Amazing sbbb festival prr m yhi pulaoo bnati hu,1,Positive
0IZS7ucM9qQ,This recipe.... I made it so many times.... It works like a charm.... Itna simple magar utna hi tasty banta hain.... Thank you Kavita ji for this wonderful recipe ❤,0,Positive
0IZS7ucM9qQ,Main bhi aapke hi tip ke sath follow Kiya aur bahut hi acchi Bani thank you so much tips share karne ke liye,1,Positive
0IZS7ucM9qQ,Ma'am matar ka colour change ho jata hai light green ho jata hai plz koyi tip bataiye ki colour change n ho,0,Neutral
0IZS7ucM9qQ,Medam Maine banaya to rice patile chipk kyo gaye,0,Neutral
0IZS7ucM9qQ,🤮🤮 jeera kyon Nahin Dala aapane recipe mein mujhe yah puchna,0,Negative
0IZS7ucM9qQ,"Hello Ma'am,Maine kl bnaya tha cooker me but unfortunately acha nai bna tha...  Sb hasne lge the.",0,Negative
0IZS7ucM9qQ,Cashew skip ker sak te he,0,Neutral
0IZS7ucM9qQ,Pyaz koun dalega?,0,Negative
0IZS7ucM9qQ,Ma'am jeera na daalne ki koi khaas wejeh hai kya?,0,Neutral
0IZS7ucM9qQ,Mam....agr..khada msaala ( garam msaala ) kisi ko nhi psnd h ...toh hum usko pees kr daal skte h. Ky....usme koi problem toh nhi 🤨😊,0,Neutral
0IZS7ucM9qQ,Aapi aawaj bhut saachi haii,1,Positive
0IZS7ucM9qQ,Ghe mujhe pasan nhai hai,0,Negative
0IZS7ucM9qQ,Mdm aapki voice bhut pyari h. ❤️❤️❤️🙏🙏🙏 Mdm   rasgolla kse bnaye.... Q ki mere  bnaye hue to mote hi nhi hote. 😂😂 Mtlb ki chasni ni piite,0,Positive
0IZS7ucM9qQ,Basmati chawal hai ??,0,Neutral
0IZS7ucM9qQ,Mem please fish pkoda bna ne ki recipe bhi btaaiye,0,Neutral
0IZS7ucM9qQ,Very nice recipe😋 mein apki sari videos dekhti hu apki sari videos bahut achhi hai 😘 love frm Goa 🌴🌊,0,Positive
0IZS7ucM9qQ,Mam 25 logo ke liye kitna basmati chawal lagega Or kitna pani??,0,Neutral
0IZS7ucM9qQ,Very nice Madam Aapka voice bahut sweet,0,Positive
0IZS7ucM9qQ,Hot ki cold,1,Neutral
0IZS7ucM9qQ,Ye ek gass chaval ka pulaw h or agar hame teen glass chaval ka banana h tab kitna pani use hoga koi bataye plz,0,Neutral
0IZS7ucM9qQ,Kitna acha pulao hai,0,Positive
0IZS7ucM9qQ,Very nice di,1,Positive
0IZS7ucM9qQ,Nhi blkul achchcha nhi h aese nhi bnta..,0,Negative
0IZS7ucM9qQ,Wah  bhut hi aasan trika bataya aapna dhanyavaad,0,Positive
0IZS7ucM9qQ,Proud jeera Dal sakte hain,1,Neutral
0IZS7ucM9qQ,Aap mircha dalna bhul gai kya 😁😁,0,Neutral
0IZS7ucM9qQ,Very nice me v try krungi,0,Positive
0IZS7ucM9qQ,Apke bolne or samjhane ka tarika bohot hi anokha hai..thank u Mam😍,0,Positive
0IZS7ucM9qQ,Thnk u mam I tried first time n it's cooked awesome... Mmmmuuuuaaaahhhhhh lov u a lot mam... Bht acha bana mera pulao,1,Positive
0IZS7ucM9qQ,Very nice Di agar 2 glass chawal hai to Pani Kitna dallay or peeli moongi daal ki khichri ki recepi b btao di,0,Neutral
0IZS7ucM9qQ,Aap ne to mirchi dali nahi 😁😉,0,Neutral
0IZS7ucM9qQ,upar se fried onions daalkar serve karen toh aur bhi tasty ho jaata hai. Peas pulao is my favourite. I like to eat it with toor dal fry or chole. :-),0,Positive
0IZS7ucM9qQ,Main bahut achcha banaya aap ki tric se bahut achcha hai,2,Positive
0IZS7ucM9qQ,Bina cooker ke kaise banaye 😂😂,0,Neutral
0IZS7ucM9qQ,"Aapki aawaj bahot achhi hai .. aur aap bahot achhe se samzati hai....,,,👌",0,Positive
0IZS7ucM9qQ,Tej pta v nhi h ghee v nhi h bhut sare chij nhi h to kya kre,0,Neutral
0IZS7ucM9qQ,Matter nhi h hamre yha kux or dal skte b ...,0,Neutral
0IZS7ucM9qQ,Bohot swadisht polaav banaa h👌,1,Positive
0IZS7ucM9qQ,Chili use ni ki ap ne,0,Neutral
0IZS7ucM9qQ,Hello mam app ka sara recipe acha lag te hai,1,Positive
0IZS7ucM9qQ,Kaju  ko skip kr skte h kya,1,Neutral
0IZS7ucM9qQ,Thanku mam..aap bahut achhe se batati hai aur wo aasani se samangh me aa jata hai...maine aapka mitha palow v try kiya bahut tasty bana,1,Positive
0IZS7ucM9qQ,Bohot accha,1,Positive
0IZS7ucM9qQ,Bahut Achcha Laga aapka recipe,0,Positive
0IZS7ucM9qQ,Just Wow....I can't believe that mere hath se itna achha rice bana aaj... Thank you so much....it was very testy.... N.. Nice look alsoVery nice recipe...👍,3,Positive
0IZS7ucM9qQ,Bahut hi achcha banata aapka mutton pulao,0,Positive
0IZS7ucM9qQ,"Bohut easy hai ye toh ,nice",0,Positive
0IZS7ucM9qQ,mujhe yeh bahut pasand hai,0,Positive
0IZS7ucM9qQ,Mirch kb daalna hai,0,Neutral
0IZS7ucM9qQ,Zeera q nhi dale zeera dalne se to or acha test aayega na ?,0,Neutral
0IZS7ucM9qQ,App ka video mujhe bahat achhi lagi,0,Positive
0IZS7ucM9qQ,Di aap ne kaun sa basmati rice liya hai uska naame kya h,0,Neutral
0IZS7ucM9qQ,Cawal Ko Phale Sei Panii Mei Rakh Dena Chaiye Kya,0,Neutral
0IZS7ucM9qQ,Ma'am aapne salt use nahi kiya??,0,Neutral
0IZS7ucM9qQ,Nice Kabita lagey raho👍🌹,0,Positive
0IZS7ucM9qQ,Mam Mithi pulao plz dekhe na,0,Neutral
0IZS7ucM9qQ,Kitna tasty bana,1,Positive
0IZS7ucM9qQ,mam Kitni siti deni h rice cooker ko agar Quantity of rice 3 glass krde tohh...??plz ans,0,Neutral
0IZS7ucM9qQ,mam ky basmati k badly saada chawal use krsakhty hai,0,Neutral
0IZS7ucM9qQ,Acha nhi bna,0,Negative
0IZS7ucM9qQ,Madam aap ka fridge kitne litre ka hai,0,Neutral
0IZS7ucM9qQ,K Bina namak k khaye mam,0,Neutral
0IZS7ucM9qQ,Namak nai dalega Kya,0,Neutral
0IZS7ucM9qQ,aap bhout mast dishes banata ho,0,Positive
0IZS7ucM9qQ,Mam agr hame iski quantity ko badhana ho to kya hum sabhi ingredients ko ussi ratio me bdha denge???Jese 8 10 logo ke liye,0,Neutral
0IZS7ucM9qQ,Namk last m add karna h matar fry hone k bad add kar skte h kya,0,Neutral
0IZS7ucM9qQ,ma'a iski curry ki recipe bhi to btaiye?,0,Neutral
0IZS7ucM9qQ,Madam aap khana bahut acha banati ho,0,Positive
0IZS7ucM9qQ,Aacha bnaya aapne,0,Positive
0IZS7ucM9qQ,Mam agar chota chawal le rhe h to bhi 2siti lagana parega?,0,Neutral
0IZS7ucM9qQ,Hum humesha apko follow karte ..hai ap bahuth ache sae samjhati hai .  Thank u simple simple gharelu recipes k liye..😊,0,Positive
0IZS7ucM9qQ,Thank you ma’am lockdown m Ek dish to sikh gye ty,0,Positive
0IZS7ucM9qQ,mujhe to bht achi lagai ye recpie,1,Positive
0IZS7ucM9qQ,"Aapka video dekha maine abhi...try karte hai,dekh kar bahot acha lag raha hai...",0,Positive
0IZS7ucM9qQ,Apka naam kabita h ya kavita,0,Neutral
0IZS7ucM9qQ,😋😋😋😋😋😋 ek dum tasti hai,1,Positive
0IZS7ucM9qQ,Mst pulau h y,0,Positive
0IZS7ucM9qQ,Yea spice hai ky ???,1,Neutral
0IZS7ucM9qQ,Chawal pulao soft Kaise banaen,0,Neutral
0IZS7ucM9qQ,Tere baap ne kabhi banaya tha kya,1,Negative
0IZS7ucM9qQ,Acha hai thanks,0,Positive
0IZS7ucM9qQ,Resipi bhi achhi hai or aapki Aawaz or bhi achhi ...... thanks for the. Cooking,0,Positive
0IZS7ucM9qQ,Thankyou mam mujhe nii aata tha pulao banana but apne bhot acchi treh btaya🥰🥰,1,Positive
0IZS7ucM9qQ,Same aise hi mai bhi bnati hu,0,Neutral
0IZS7ucM9qQ,Mam apka.respy bhut esy hota h or testi bhi,0,Positive
0IZS7ucM9qQ,behan ji chawal jud kiun jate hain,0,Neutral
0IZS7ucM9qQ,Ap to lajawab hai ma'am.....😊koi match Nahi apka aur apki recipes Ka......,0,Positive
0IZS7ucM9qQ,Kya ye wala pulao chicken ke sath khaa sakte hai,0,Neutral
0IZS7ucM9qQ,Chawal konsa mam?,0,Neutral
0IZS7ucM9qQ,Mem agar ham roj wale chawal le to kya esi trah banega ya begad Jayga,0,Neutral
0IZS7ucM9qQ,Mene aaj hi ye pulav banaya..aur it's really delicious...muze doubt tha k kaise Hoga kya Hoga ??😅 But accha huaa...,1,Positive
0IZS7ucM9qQ,"2 /3 kg chaval ko kitana samugri/ material lagega, please reply",8,Neutral
0IZS7ucM9qQ,Didi aap bohot acchi resipe btate ho 😘😘😘,0,Positive
0IZS7ucM9qQ,Pani km h. Rice m .or do siti  jayada lgva rhe ho,0,Neutral
0IZS7ucM9qQ,Thank you mam mere Ghar mein aaj Koi nahin main matar pulao banaya aapko dekhkar,0,Positive
0IZS7ucM9qQ,Hari mirch nahi dali,1,Neutral
0IZS7ucM9qQ,Mam aapka method lajawab...and lajij hai...I m always following ur recipe...5 star,0,Positive
0IZS7ucM9qQ,I made matar pulao tdy...it tasted awesome but thoda kaccha reh Gaya...2 whistle Lagaya tha and  10 minutes rice bhigoya BHI tha...what cud b the reason Kavita ma'am?,0,Neutral
0IZS7ucM9qQ,"Bohot atcha laga..Thanks..aisa lagta hai ki kabhi aapke wahan aao khana khane ke liye...,,😄",0,Positive
0IZS7ucM9qQ,Bahut hi aacha.,1,Positive
0IZS7ucM9qQ,Pagal lgti ho tum,0,Negative
0IZS7ucM9qQ,bahut aacha,0,Positive
0IZS7ucM9qQ,"Aap bahut achhi tarah se samjhati hai,Aapki aawaj bhi mitthi hai.",0,Positive
0IZS7ucM9qQ,Ekdam  easy me yahi  banati hu,0,Positive
0IZS7ucM9qQ,Main Bhi Banaya Matar Pulao lunch mein bahut bahut bahut testi Shukriya recipe batane ke liye,0,Positive
0IZS7ucM9qQ,pulaw mujhe lagta h yeh bimaro ke liye apne banaya h #feeka pulao,0,Negative
0IZS7ucM9qQ,Mam sirf dikhne m acha ho  isse mtlb nhi hai proper pakna bhi chahiye apki recipe se mere rice kache rhgye,0,Negative
0IZS7ucM9qQ,So tasty... I tried this very delicious aapke haato mein jadu hai,0,Positive
0IZS7ucM9qQ,Ye to chawal bana diya kuch bhi nahi dala,0,Negative
0IZS7ucM9qQ,Agar ise hum kadhai ya pan mein banaye to taste mein difference aayega kya ?,0,Neutral
0IZS7ucM9qQ,"Yummy and delicious recipe thanku mam , Mere husband ko yeah dish bhut pasand aayi",0,Positive
0IZS7ucM9qQ,Matar pasand nhi hai dale ya nhi,0,Neutral
0IZS7ucM9qQ,Waah mam shaandar 😄😄🤗,1,Positive
0IZS7ucM9qQ,"Hello Mam, Mene Apna Ek Kitchen Open Kiya Abhi Kuch Hafto Phle, Jisme Hum Logo Ko Healthy Food Provide Krte Hai Humara Khana  Bina Oil Ke Prepare Kiya Jata Hai, But Mam Jo Taste Oil Wali Dishes Me Ata Hai Vo Taste Nhi Aa Pa Rha Dishes Me, So Aap Kuch Suggest Kr Sakti Hai Jiske Through BIna Oil ki Sabzi Bhi Tasty Bnayi Ja Sake.Thank You",0,Positive
0IZS7ucM9qQ,Kavitaji me aapki har recipe  dekhatahu pan AAP jese nahi bana   patahu,0,Neutral
0IZS7ucM9qQ,Mam aapki recipe ke sath sath aapki abaj bhi bahut achi h,0,Positive
0IZS7ucM9qQ,Lajawab rasepe,0,Positive
0IZS7ucM9qQ,Maine try kiya.....rly yummmm,0,Neutral
0IZS7ucM9qQ,Waao delicious ..moo me paani agay mere to,0,Positive
0IZS7ucM9qQ,Wow! Aap bhut achha pulao banati h  very tasty,1,Positive
0IZS7ucM9qQ,Maine bhi bnya bahut hi badiya tha thanks for teaching me this kind of recepe,2,Positive
0IZS7ucM9qQ,Matar paneer k sath matar pulav aaj ka dinner menu.. thanks in advance 😊,2,Positive
0IZS7ucM9qQ,Kindly tell me aap ny mirchain ni daali to kia ye taste m pheeka ni lgta???,0,Neutral
0IZS7ucM9qQ,"Actually ma'am i think ap bihar se ho..,..bihar me usna chawal bahut khate h log ...aor wo chawal der se pakta h ......mai chawal pasa k banati hu....but wo gila ho jata h ....ap plz kuch tips Dijiye...,.......usna chawal jldi gila nai hota h",0,Neutral
0IZS7ucM9qQ,Apa bindi lagao mam ji bcoz ur married and.bindi lagane se aur p achha lagenge,0,Neutral
0IZS7ucM9qQ,Apki recpi mast h but apka Ghar bahut accha h di,0,Positive
0IZS7ucM9qQ,Aapki sari hi recipe's Bhut acchi Hoti hai 😅,1,Positive
0IZS7ucM9qQ,Ma'm very very thanks to u.. meri nyi nyi shadi ho gayi he aur aaj hi maine ye rice banaya..ekeam hotel jaisa bana he... huge huge thanks...,0,Positive
0IZS7ucM9qQ,gas to on kiya hi ni🤣🤣,0,Positive
0IZS7ucM9qQ,Mam aapki sabhi recipe bahot delicious hoti hai mujhe aapke method se bani hui sabhi recipes bahot bahot bahot jayada tasty lagti hai...Thank you mam for share delicious recipes.😄,1,Positive
0IZS7ucM9qQ,Bohot atcha,0,Positive
0IZS7ucM9qQ,Wah madam g wah.... Perfect for bachelors..... Will try it this weekend,0,Positive
0IZS7ucM9qQ,Texture bht badiya,0,Positive
0IZS7ucM9qQ,Maine eid pe ye bnaya the bhot hi acha bna tha,0,Positive
0IZS7ucM9qQ,Kabita ji aj maine pulav bnaya same apke method se or mere husbsnd to mera bht tarif kr rahe t... or bole ki y kabita ji k kamal h... kr k .. thankuuuu so much mam..for this recipie,4,Positive
0IZS7ucM9qQ,Didi agar do gelas chaval bnana Ho to kitna pani dalna hai,1,Neutral
0IZS7ucM9qQ,Thanks diii 😘😘😘😘😘bahut achha bna Maine banaya,1,Positive
0IZS7ucM9qQ,achha laga!!! ba nene ke like bhi share hoga!!!,0,Positive
0IZS7ucM9qQ,Bahut achi banai h maym,1,Positive
0IZS7ucM9qQ,Jeera use ni kr skte kya??,1,Neutral
0IZS7ucM9qQ,Maine ye respi try ki bahut hi Aachi bani very very thanks,0,Positive
0IZS7ucM9qQ,Hi mam ek liye kitna quantity lagega,1,Neutral
0IZS7ucM9qQ,Mirchi hi nahi dala apne,0,Neutral
0IZS7ucM9qQ,Wao so sweet muh mai pani aa gaya g thanks,0,Positive
0IZS7ucM9qQ,Ma'am main agar polao ka chawal MATLAB govindo bhog rice use karu to kya acha Banega? Kitna sitti lagana hoga cooker mein ?pls bataye,0,Neutral
0IZS7ucM9qQ,Madam doosro me tasoi me roz kya banta gain nazara n mare apne gharon me khane ya dhyan de kyoki Jo log log doosro me gharo me take jhank karte chorus sendhmar nichler str me log kaehlaters,0,Neutral
0IZS7ucM9qQ,Aap product review v kro Didi.,1,Neutral
0IZS7ucM9qQ,Maine banaya tha kal garam Masala ka taste aagya tha  jabke saari chiz Maine itne hi daala the jitna video me h 😑,0,Negative
0IZS7ucM9qQ,Hello mam.me bahut try Karti hun but rice khila khila Nahi hota chipak jata he.kya karun plz help,0,Neutral
0IZS7ucM9qQ,bahut achha hai,1,Positive
0IZS7ucM9qQ,Masale nahi dlne kya,0,Neutral
0IZS7ucM9qQ,Main Tumhara plough ka recipe Banaya aur mera pyar ka recipe bahut accha Warna thank you for this video,8,Positive
0IZS7ucM9qQ,Easy hai lakin mast hai,0,Positive
0IZS7ucM9qQ,Mam apke vidio ki saund bhut km ata h,0,Negative
0IZS7ucM9qQ,"Yes,me new year ke din banongi",1,Neutral
0IZS7ucM9qQ,Kavita ji mujhi apki sabhi recipe achi lgti hai,0,Positive
0IZS7ucM9qQ,Badiya rice banaya mam,1,Positive
0IZS7ucM9qQ,Thik thik h,0,Neutral
0IZS7ucM9qQ,Mirch to dali hi nhi 👎👎,0,Negative
0IZS7ucM9qQ,I am so foody or aapki dish dek kar tho pani hi aa jata hai,0,Positive
0IZS7ucM9qQ,main kal hi ishe banaugi 😋😋,0,Neutral
0IZS7ucM9qQ,apne isme mirchi nhi dali,0,Neutral
0IZS7ucM9qQ,Maine Aj banaya Yeh recipe bhut acha bana h thank you mam,1,Positive
0IZS7ucM9qQ,Rice konse h mem,1,Neutral
0IZS7ucM9qQ,Video bahut achchhi hai,0,Positive
0IZS7ucM9qQ,Bhut hi acchi lagi ye recipe apka sara recipe acchi hi hoti hai,0,Positive
0IZS7ucM9qQ,mam ye fika pach lagega is m mirchi nahi h paccho k thik h,0,Negative
0IZS7ucM9qQ,Maine bhi ye try ki thi osm and VERY testy🏅🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆🏆,3,Positive
0IZS7ucM9qQ,Mene bhi isi trah banaya h bahut h mazedaar bana thanks,0,Positive
znefLMNyVE8,MAAM HM BNATE H TO CHENA BALLS TOOT JATA H SUGAR SOLTUION M,1,Neutral
znefLMNyVE8,Mam aapko share kijiye na ots makhane haldi aur pure meve mix karke Kesar bagaira dalkar jo aap dudh mein uthate hain aur FIR uska powder Banakar rakhe the FIR dudh mein uthate Hain FIR usko Gud Dal ke khate Hain wali recipe aap fir se share Karen 4 sal pahle mujhe Mili Thi vah recipe,0,Neutral
znefLMNyVE8,Mam gaye ki jaga bhais k dudh se bna le kiya qki hum gaao m h hmra pure bhas ka dudh aata h,0,Neutral
znefLMNyVE8,Maddam aap topic kaha se late ho,0,Neutral
znefLMNyVE8,Aap bahut achi ho ma'am,0,Positive
znefLMNyVE8,Meri rasmalai baar baar Tut jati hai chasni mai daalne mai,0,Neutral
znefLMNyVE8,Bahot hi lajavab mam 👌👌,0,Positive
znefLMNyVE8,Thenkyou mem bohot malaydar recipe batay apne 🤤,0,Positive
znefLMNyVE8,Ham recipe dekh ke banaye lekin mera rasgulla Tut gya 😢😢😢😢,0,Negative
znefLMNyVE8,Kon kon 2025 me dekh raha hai,5,Neutral
znefLMNyVE8,Agr doodh automatically normal temperature ki wajh se fatt jaye to kya bna skte h,0,Neutral
znefLMNyVE8,Kaise recepi deti h ap log maine same process kiya tab bhi sari ras malai tot ke sheere me mi gyi😢,1,Negative
znefLMNyVE8,Corn flour nahi dala to chale ga kay mere pas nahi hai,0,Neutral
znefLMNyVE8,Di milk nhi fata hai.. bilkul bhi.. mera to waste ho gya..,0,Negative
znefLMNyVE8,Cornflour ki jgh kuch or daal skte hn kya?,0,Neutral
znefLMNyVE8,Mera chena dahi jaisa bn gya esa kyu hua hoga,0,Neutral
znefLMNyVE8,Kya ISME soda dal sakte,0,Neutral
znefLMNyVE8,Agar app is video ko hindi me bna lete to kiya ho jata,0,Negative
znefLMNyVE8,Wow mam amazing banayi hai mam 👌👌❤❤,0,Positive
znefLMNyVE8,Nimbu use nahin kar sakte hain kya,0,Neutral
znefLMNyVE8,2:38 pani toh nikal hi nhi rha tha😂,0,Neutral
znefLMNyVE8,Cornflour ka koi alternative hai?,0,Neutral
znefLMNyVE8,Kya ismein bhains ka dudh use bhi nahin le sakte vinegar ki jagah nimbu bhi to dal sakte hain,0,Neutral
znefLMNyVE8,Mam maida use karne ki permission dedeijiye na😂??or ye bi batayi maida use karne se vo acchi banegi ya nhi?,0,Neutral
znefLMNyVE8,Pehli video dekhty hy channel subscribe kr deya...,0,Positive
znefLMNyVE8,Yar bana to kuchh bhi le par time bahut lgta hai 😢 aur se fir shubah sham ka khana,0,Negative
znefLMNyVE8,Lemon se milk nhi phad skte  kya,0,Neutral
znefLMNyVE8,Mera spong km soft hua h 😢,0,Negative
znefLMNyVE8,200 rs initial cost hi aa gyi,0,Neutral
znefLMNyVE8,Hamare to spongey hue nahi bahot soft the uthane me tut rahe,0,Negative
znefLMNyVE8,Bahut detail se aapane recipe dikhai hai aur tips bhi de de hai ❤❤,0,Positive
znefLMNyVE8,Maam corn flour na ho toh maida ya rice flour use kr skte h,0,Neutral
znefLMNyVE8,"Khila bhi do, 🥲",0,Neutral
znefLMNyVE8,Didi ye mere ghar pe pahucha do na 😋😋,1,Positive
znefLMNyVE8,Main to bhaisn ka dudh pita hu par 😮,0,Neutral
znefLMNyVE8,Kya ham cornflour ki jagah maida daal sakte hai,0,Neutral
znefLMNyVE8,Agar cornflour nahi h to maida dal sakte h kya,0,Neutral
znefLMNyVE8,Bahut achha video aur recipe ma'am,0,Positive
znefLMNyVE8,Har koi nahi bana sakta mem.  Video dekhte huye aisa lagta hai ki hum banayenge easy hai. Magar hakiqat me aisa nahi banta har kisi se😮,0,Neutral
znefLMNyVE8,Mere husband ki fav. Dish 😊,1,Positive
znefLMNyVE8,Jhooth kyu batati hai waise koi sponge nhi bnta hai,0,Negative
znefLMNyVE8,Acha nh boht Acha bnate ho ap Har chej.❤❤❤❤❤❤,0,Positive
znefLMNyVE8,Mam kya ham vinegar ki jagah nimbu ka ras dal sakte hain,0,Neutral
znefLMNyVE8,Total wrong recepi aapne kaha 3 &  half cup water maine utna hi liya same banaya pura rabdi bhi achha bana pr ye balls pure jal gye same step follow kiya fir bhi next time se barabar measurement batayiga 😢😢😢,0,Negative
znefLMNyVE8,Cornflour dalna compulsory hai kya ...? Nahi ho toh kya add kr sakte hai ?,0,Neutral
znefLMNyVE8,Maine bhi bnaya tha ...bht tasty bani hai...spongy,0,Positive
znefLMNyVE8,Bhaut hi good recipe 🎉🎉🎉 mein bhi try karugi 🎉 thanks for simple recipe ❤❤❤,1,Positive
znefLMNyVE8,Didi apki voice bohut acchi hai,0,Positive
znefLMNyVE8,Ma aj banungi,0,Neutral
znefLMNyVE8,Khane se zyada banane mein vkt zyada haii,0,Neutral
znefLMNyVE8,"Aaj Maine ye rasmalai bnayi apke bataye timing, trick se,mere family bhut khus ho gye delicious bna,thank u mam❤❤🎉🎉🎉",0,Positive
znefLMNyVE8,M bhi banaungi 😊❤,0,Positive
znefLMNyVE8,Mera to vinegar se nahin fatata dudh😢,0,Negative
znefLMNyVE8,Chena chashni m daalte hi phel gya kya krein ??,0,Neutral
znefLMNyVE8,Shivratri par Bhole Baba ko bhog lagaungi. Aapki hi recipe se rasmalai banaugi 😊,0,Positive
znefLMNyVE8,Agar corn flour na ho to,0,Neutral
znefLMNyVE8,wow mam very nice par mere ghar pe itni mehnat koi nahi karega 😅,0,Positive
znefLMNyVE8,Toot Gaya sara 😢,0,Negative
znefLMNyVE8,Madam main bhi aaj yah rasmalai TRAI ki bahut achcha banaa,0,Positive
znefLMNyVE8,Cup ki Jagah grams m batao chini😂,0,Negative
znefLMNyVE8,Madam itna lamba video ni hona chahiye itne se process k liye...,0,Negative
znefLMNyVE8,Last me muh me pani aa gya 😂,0,Positive
znefLMNyVE8,😋😋 main bhi try karugi,0,Positive
znefLMNyVE8,Khila do mam rasmali 😂,0,Positive
znefLMNyVE8,Mam meri rasmalai dukaan jesi soft nhi bani thori hard hai .. iska kya solution hai?,0,Neutral
znefLMNyVE8,Bekar bilkul b achi nai banti tut jate h gulab jamun,0,Negative
znefLMNyVE8,Mam ab tak do bar banaya phir bhi acha nahi aye. Jo rasgula hi woh hard hojata.. 😢😢😢. Sabhi steps maine follow kiya correct se.😢😢. Rabri toh achi banti hi. Phir se main kabhi nahi try karungi. Fed up..,0,Negative
znefLMNyVE8,Itna time waste Karne ke bajaye Bahar se lekar kha lenge 😅,0,Negative
znefLMNyVE8,Mene bnayi thi but wo to Pani m ghul gyi,0,Negative
znefLMNyVE8,"Maine bhi aapki recipe try krke bnayan bahut achhi bhi ,, I am happy ❤❤",0,Positive
znefLMNyVE8,Aap ne ye nhi bata ya ki milk me water dalna ha ya nahi,1,Neutral
znefLMNyVE8,Chini ki matra aap weight me bataye... Cup ke hisab se samajh nahi aa raha... Aapka cup aur hamara cup ek hi size ka nahi ho sakta😮😮😮,1,Neutral
